keyword,uri,author,display_name,did,text,created_at,bio
Geopolitical noise,at://did:plc:3wcpubgxujzuoh5pxkiqlgon/app.bsky.feed.post/3lhjbwf7tys2u,insightforward.bsky.social,Insight Forward,did:plc:3wcpubgxujzuoh5pxkiqlgon,"Insight Forward publishes a weekly strategic report summarizing critical geopolitical news and research for companies. PESTLE & MORTAR cuts through the noise and focuses on the most important stories and indicators.

www.insightforward.co.uk/p-and-m/",2025-02-06T14:22:27.031Z,
Geopolitical noise,at://did:plc:mppcaswhfcxgw6xeb5ponnqn/app.bsky.feed.post/3lh2zoqscos2l,riverdaleboy.bsky.social,Riverdaleboy,did:plc:mppcaswhfcxgw6xeb5ponnqn,"Jack Janasiewicz says investors have to look past the ""geopolitical noise"" of tariffs and realise that the state of the economy is ""sound"".
Expresses doubt that tariffs will be enacted suggesting they are idle threats.",2025-01-31T22:17:44.464Z,
Geopolitical noise,at://did:plc:yw72mfzmps5ovrv26gd6pojq/app.bsky.feed.post/3lgjdl3slb22p,instinvst.bsky.social,Institutional Investor,did:plc:yw72mfzmps5ovrv26gd6pojq,"Greenland noise’ could drive efforts toward more favorable investment policies. @johncrabb.bsky.social explores how geopolitical shifts and economic pressures might shape the future. #Investing #PolicyChange
Read more: www.institutionalinvestor.com/article/2ebj...",2025-01-24T21:26:43.916Z,
Geopolitical noise,at://did:plc:bvzgr4kfntgvvejt676ks7mq/app.bsky.feed.post/3lgc653e72c2o,atheopagan.bsky.social,Atheopagan Gab,did:plc:bvzgr4kfntgvvejt676ks7mq,"and every single day being a geopolitical crisis induced by the infantile noise of a dementia-ridden narcissist. Trump is so low IQ that Trump likely doesn't even know what Ross Ulbricht was in jail for, nor how it contradicts his planned acceleration of the War on Drugs.",2025-01-22T01:00:46.803Z,
Geopolitical noise,at://did:plc:axk6dkskpqgejk7ytl7a5iar/app.bsky.feed.post/3lgayx7xymk2v,y-chornomorets.bsky.social,Yuri Chornomorets,did:plc:axk6dkskpqgejk7ytl7a5iar,"Amid the noise of geopolitical transformations, Putin signed a decree on mobilization 2 months earlier than usual - full text by link👉 surl.li/ydwlgy

‼️We need to fundraise one Archer scope, and then the second one will be bought at the expense of the sponsor!!!

Help!!!!
chornomorets.notepin.co",2025-01-21T13:55:21.873Z,
Geopolitical noise,at://did:plc:t2cibgd4pfilztvjzwdqujj4/app.bsky.feed.post/3lg35r3psv223,someblueskyacct.bsky.social,TJ,did:plc:t2cibgd4pfilztvjzwdqujj4,"Obviously, there is a lot of noise in the data and the price of BTC is incredibly volatile. As a crypto skeptic since day one, crypto's rise certainly has geopolitical implications.",2025-01-19T06:05:26.364Z,
Geopolitical noise,at://did:plc:ytgw2n2jdq52raeb3tsrrxxw/app.bsky.feed.post/3lfq2wtnpzk2u,mostafab.bsky.social,Mostafa Bushehri,did:plc:ytgw2n2jdq52raeb3tsrrxxw,Crude oil prices (still not factoring in any geopolitical risk premiums!) + potential tariffs & political noise at the Fed in the months ahead don't bode well for inflation data.,2025-01-14T20:15:40.883Z,
Geopolitical noise,at://did:plc:i7wmedqyjwk6prgbaz7tt2gq/app.bsky.feed.post/3leoszmjhrc2z,mryeswecan.bsky.social,ChristianG,did:plc:i7wmedqyjwk6prgbaz7tt2gq,"In 2024, the real economy took the lead on decarbonisation, setting an irreversible course. Geopolitics has become noise, while the economy is the signal, guiding our path forward.

As geopolitical noise intensifies in 2025, staying focused on the signal will be vital.",2025-01-01T14:56:12.770Z,
Geopolitical noise,at://did:plc:7isaxgla5gm35d2d4c5omkcr/app.bsky.feed.post/3le3s55k22k2k,microberust.bsky.social,Ian Robberson,did:plc:7isaxgla5gm35d2d4c5omkcr,"1990's through 2010's: The settings of classic cyberpunk were very rooted in the social, geopolitical, and xenophobic anxieties of the time, which in retrospect now look more than a little ridiculous given how historical events have played out.

2020's: Fuck that noise, we're doing this shit.",2024-12-25T01:19:42.507Z,
Geopolitical noise,at://did:plc:e5vdq7mpkwqfnzchp6nw47m3/app.bsky.feed.post/3le335xz3i222,maxpotter.bsky.social,Maximillian Potter,did:plc:e5vdq7mpkwqfnzchp6nw47m3,"Also: critical question is Why? Why this nonsense? Why now? 

To distract. Create noise. Asinine rhetorical fireworks to distract from actual geopolitical challenges and threats.",2024-12-24T18:28:34.198Z,
Geopolitical noise,at://did:plc:4tz7t4iht4x73r35wdpvrb23/app.bsky.feed.post/3ldzbkadfkk2a,pimento3.bsky.social,,did:plc:4tz7t4iht4x73r35wdpvrb23,"Italy's La Repubblica on Trump's noise about the Panama Canal and Greenland: ""the tone is Trump's usual one... however, his threat to take back the Panama Canal and insistence on buying Greenland have serious geopolitical motivations.""
www.repubblica.it/esteri/2024/...",2024-12-24T01:17:28.555Z,
Geopolitical noise,at://did:plc:rmnjia7e5eh3jamsizupx5yc/app.bsky.feed.post/3ldsygfqot22z,revmagdalen.bsky.social,Rev. Magdalen,did:plc:rmnjia7e5eh3jamsizupx5yc,"We want people to make noise if they see anything unusual, especially at a geopolitical time like this. The people didn't do anything wrong. Even if what they saw was just a plane or star, saying something when they saw something was the right thing to do. Mocking them for doing it is dangerous.",2024-12-21T13:18:17.908Z,
Geopolitical noise,at://did:plc:asih6sgpr6avgvczz3vxgfqt/app.bsky.feed.post/3ld2v5alr4e2x,smartbot.bsky.social,no-bot-nik,did:plc:asih6sgpr6avgvczz3vxgfqt,"Rising interest rates, inflation, and geopolitical jitters are making the soundtrack a bit chaotic.But don't fret! Opportunities are hiding in the noise. Value stocks, dividend darlings, and commodities are shining like stars in the market galaxy.",2024-12-11T23:15:35.493260+00:00,
Geopolitical noise,at://did:plc:s466lxykzzpgpsih34iy4kea/app.bsky.feed.post/3lcwuhmd3fs2s,jumanasaleheen.bsky.social,"Jumana Saleheen, PhD",did:plc:s466lxykzzpgpsih34iy4kea,"Incredible to be part of the @bloomberg.com conference today. First up a discussion of markets, equities, bonds and currencies and how they are responding to all the recent macro and geopolitical noise. A thread.",2024-12-10T08:52:50.714Z,
Geopolitical noise,at://did:plc:dz6hrgr56owkiwtzoajxdutd/app.bsky.feed.post/3lcuutw65y22d,aucoinanalytics.com,Aucoin Analytics,did:plc:dz6hrgr56owkiwtzoajxdutd,"I’ve spent 48+ hours crafting Monday’s Need-to-Know, our intelligence-driven geopolitical newsletter. In a world of one-size-fits-all takes, my goal is to cut through the noise and spark nuanced conversations. Let’s bring clarity to the chaos—together. need-to-know.beehiiv.com/subscribe",2024-12-09T13:54:24.216Z,
